Unnamed: 0,u,i,ts,label,idx
23810,183,181,63072000.0,0.0,23811
23811,93,183,63072000.0,0.0,23812
23812,183,34,63072000.0,0.0,23813
23813,247,183,63072000.0,0.0,23814
23814,15,183,63072000.0,0.0,23815
23815,183,88,63072000.0,0.0,23816
23816,183,195,63072000.0,0.0,23817
23817,195,183,63072000.0,0.0,23818
23818,183,155,63072000.0,0.0,23819
23819,155,183,63072000.0,0.0,23820
23820,241,183,63072000.0,0.0,23821
23821,79,183,63072000.0,0.0,23822
23822,150,183,63072000.0,0.0,23823
23823,183,150,63072000.0,0.0,23824
23824,244,183,63072000.0,0.0,23825
23825,183,244,63072000.0,0.0,23826
23826,105,183,63072000.0,0.0,23827
23827,183,105,63072000.0,0.0,23828
23828,189,183,63072000.0,0.0,23829
23829,183,63,63072000.0,0.0,23830
23830,63,183,63072000.0,0.0,23831
23831,183,112,63072000.0,0.0,23832
23832,112,183,63072000.0,0.0,23833
23833,183,80,63072000.0,0.0,23834
23834,183,143,63072000.0,0.0,23835
23835,183,124,63072000.0,0.0,23836
23836,124,183,63072000.0,0.0,23837
23837,183,24,63072000.0,0.0,23838
23838,183,92,63072000.0,0.0,23839
23839,92,183,63072000.0,0.0,23840
23840,33,183,63072000.0,0.0,23841
23841,249,183,63072000.0,0.0,23842
23842,183,249,63072000.0,0.0,23843
23843,44,183,63072000.0,0.0,23844
23844,183,245,63072000.0,0.0,23845
23845,245,183,63072000.0,0.0,23846
23846,130,183,63072000.0,0.0,23847
23847,183,130,63072000.0,0.0,23848
23848,252,183,63072000.0,0.0,23849
23849,183,252,63072000.0,0.0,23850
23850,176,183,63072000.0,0.0,23851
23851,183,176,63072000.0,0.0,23852
23852,53,183,63072000.0,0.0,23853
23853,183,53,63072000.0,0.0,23854
23854,183,20,63072000.0,0.0,23855
23855,20,183,63072000.0,0.0,23856
23856,78,183,63072000.0,0.0,23857
23857,183,78,63072000.0,0.0,23858
23858,160,183,63072000.0,0.0,23859
23859,183,160,63072000.0,0.0,23860
23860,96,183,63072000.0,0.0,23861
23861,183,96,63072000.0,0.0,23862
23862,183,180,63072000.0,0.0,23863
23863,180,183,63072000.0,0.0,23864
23864,183,141,63072000.0,0.0,23865
23865,95,183,63072000.0,0.0,23866
23866,183,234,63072000.0,0.0,23867
23867,234,183,63072000.0,0.0,23868
23868,183,186,63072000.0,0.0,23869
23869,186,183,63072000.0,0.0,23870
23870,183,163,63072000.0,0.0,23871
23871,183,243,63072000.0,0.0,23872
23872,243,183,63072000.0,0.0,23873
23873,183,87,63072000.0,0.0,23874
23874,87,183,63072000.0,0.0,23875
23875,115,183,63072000.0,0.0,23876
23876,183,115,63072000.0,0.0,23877
23877,13,183,63072000.0,0.0,23878
23878,183,13,63072000.0,0.0,23879
23879,183,200,63072000.0,0.0,23880
23880,200,183,63072000.0,0.0,23881
23881,183,254,63072000.0,0.0,23882
23882,254,183,63072000.0,0.0,23883
23883,183,73,63072000.0,0.0,23884
23884,73,183,63072000.0,0.0,23885
23885,72,183,63072000.0,0.0,23886
23886,183,72,63072000.0,0.0,23887
23887,183,4,63072000.0,0.0,23888
23888,4,183,63072000.0,0.0,23889
23889,183,104,63072000.0,0.0,23890
23890,183,192,63072000.0,0.0,23891
23891,192,183,63072000.0,0.0,23892
23892,183,255,63072000.0,0.0,23893
23893,255,183,63072000.0,0.0,23894
23894,183,86,63072000.0,0.0,23895
23895,183,41,63072000.0,0.0,23896
23896,41,183,63072000.0,0.0,23897
23897,183,206,63072000.0,0.0,23898
23898,126,183,63072000.0,0.0,23899
23899,183,126,63072000.0,0.0,23900
23900,183,22,63072000.0,0.0,23901
23901,183,145,63072000.0,0.0,23902
23902,145,183,63072000.0,0.0,23903
23903,226,183,63072000.0,0.0,23904
23904,183,226,63072000.0,0.0,23905
23905,216,183,63072000.0,0.0,23906
23906,251,183,63072000.0,0.0,23907
23907,183,251,63072000.0,0.0,23908
23908,19,183,63072000.0,0.0,23909
23909,183,19,63072000.0,0.0,23910
23910,183,97,63072000.0,0.0,23911
23911,183,221,63072000.0,0.0,23912
23912,221,183,63072000.0,0.0,23913
23913,183,174,63072000.0,0.0,23914
23914,174,183,63072000.0,0.0,23915
23915,187,183,63072000.0,0.0,23916
23916,75,183,63072000.0,0.0,23917
23917,220,183,63072000.0,0.0,23918
23918,98,183,63072000.0,0.0,23919
23919,105,131,63072000.0,0.0,23920
23920,105,246,63072000.0,0.0,23921
23921,105,71,63072000.0,0.0,23922
23922,105,215,63072000.0,0.0,23923
23923,105,157,63072000.0,0.0,23924
23924,105,5,63072000.0,0.0,23925
23925,5,105,63072000.0,0.0,23926
23926,105,134,63072000.0,0.0,23927
23927,105,199,63072000.0,0.0,23928
23928,199,105,63072000.0,0.0,23929
23929,46,105,63072000.0,0.0,23930
23930,105,177,63072000.0,0.0,23931
23931,105,68,63072000.0,0.0,23932
23932,105,110,63072000.0,0.0,23933
23933,105,139,63072000.0,0.0,23934
23934,105,149,63072000.0,0.0,23935
23935,105,167,63072000.0,0.0,23936
23936,125,105,63072000.0,0.0,23937
23937,105,17,63072000.0,0.0,23938
23938,105,1,63072000.0,0.0,23939
23939,1,105,63072000.0,0.0,23940
23940,105,42,63072000.0,0.0,23941
23941,105,231,63072000.0,0.0,23942
23942,105,181,63072000.0,0.0,23943
23943,105,166,63072000.0,0.0,23944
23944,105,237,63072000.0,0.0,23945
23945,105,89,63072000.0,0.0,23946
23946,105,223,63072000.0,0.0,23947
23947,105,247,63072000.0,0.0,23948
23948,247,105,63072000.0,0.0,23949
23949,15,105,63072000.0,0.0,23950
23950,88,105,63072000.0,0.0,23951
23951,105,88,63072000.0,0.0,23952
23952,195,105,63072000.0,0.0,23953
23953,105,195,63072000.0,0.0,23954
23954,9,105,63072000.0,0.0,23955
23955,105,9,63072000.0,0.0,23956
23956,105,2,63072000.0,0.0,23957
23957,105,40,63072000.0,0.0,23958
23958,40,105,63072000.0,0.0,23959
23959,196,105,63072000.0,0.0,23960
23960,105,81,63072000.0,0.0,23961
23961,197,105,63072000.0,0.0,23962
23962,105,197,63072000.0,0.0,23963
23963,105,142,63072000.0,0.0,23964
23964,105,217,63072000.0,0.0,23965
23965,105,235,63072000.0,0.0,23966
23966,105,208,63072000.0,0.0,23967
23967,105,90,63072000.0,0.0,23968
23968,105,188,63072000.0,0.0,23969
23969,105,6,63072000.0,0.0,23970
23970,6,105,63072000.0,0.0,23971
23971,105,108,63072000.0,0.0,23972
23972,108,105,63072000.0,0.0,23973
23973,79,105,63072000.0,0.0,23974
23974,105,147,63072000.0,0.0,23975
23975,120,105,63072000.0,0.0,23976
23976,105,120,63072000.0,0.0,23977
23977,100,105,63072000.0,0.0,23978
23978,105,100,63072000.0,0.0,23979
23979,105,113,63072000.0,0.0,23980
23980,150,105,63072000.0,0.0,23981
23981,105,150,63072000.0,0.0,23982
23982,105,244,63072000.0,0.0,23983
23983,105,189,63072000.0,0.0,23984
23984,189,105,63072000.0,0.0,23985
23985,105,63,63072000.0,0.0,23986
23986,63,105,63072000.0,0.0,23987
23987,30,105,63072000.0,0.0,23988
23988,105,30,63072000.0,0.0,23989
23989,105,112,63072000.0,0.0,23990
23990,112,105,63072000.0,0.0,23991
23991,105,80,63072000.0,0.0,23992
23992,105,143,63072000.0,0.0,23993
23993,143,105,63072000.0,0.0,23994
23994,105,124,63072000.0,0.0,23995
23995,105,24,63072000.0,0.0,23996
23996,24,105,63072000.0,0.0,23997
23997,105,101,63072000.0,0.0,23998
23998,101,105,63072000.0,0.0,23999
23999,105,92,63072000.0,0.0,24000
24000,105,36,63072000.0,0.0,24001
24001,33,105,63072000.0,0.0,24002
24002,105,249,63072000.0,0.0,24003
24003,249,105,63072000.0,0.0,24004
24004,105,238,63072000.0,0.0,24005
24005,44,105,63072000.0,0.0,24006
24006,105,44,63072000.0,0.0,24007
24007,105,62,63072000.0,0.0,24008
24008,62,105,63072000.0,0.0,24009
24009,105,58,63072000.0,0.0,24010
24010,105,245,63072000.0,0.0,24011
24011,105,171,63072000.0,0.0,24012
24012,171,105,63072000.0,0.0,24013
24013,130,105,63072000.0,0.0,24014
24014,105,130,63072000.0,0.0,24015
24015,105,252,63072000.0,0.0,24016
24016,252,105,63072000.0,0.0,24017
24017,176,105,63072000.0,0.0,24018
24018,53,105,63072000.0,0.0,24019
24019,105,203,63072000.0,0.0,24020
24020,20,105,63072000.0,0.0,24021
24021,105,20,63072000.0,0.0,24022
24022,105,107,63072000.0,0.0,24023
24023,107,105,63072000.0,0.0,24024
24024,105,31,63072000.0,0.0,24025
24025,105,78,63072000.0,0.0,24026
24026,78,105,63072000.0,0.0,24027
24027,18,105,63072000.0,0.0,24028
24028,105,18,63072000.0,0.0,24029
24029,105,7,63072000.0,0.0,24030
24030,105,160,63072000.0,0.0,24031
24031,160,105,63072000.0,0.0,24032
24032,105,96,63072000.0,0.0,24033
24033,96,105,63072000.0,0.0,24034
24034,105,52,63072000.0,0.0,24035
24035,105,180,63072000.0,0.0,24036
24036,180,105,63072000.0,0.0,24037
24037,140,105,63072000.0,0.0,24038
24038,105,140,63072000.0,0.0,24039
24039,105,141,63072000.0,0.0,24040
24040,141,105,63072000.0,0.0,24041
24041,105,95,63072000.0,0.0,24042
24042,64,105,63072000.0,0.0,24043
24043,105,64,63072000.0,0.0,24044
24044,234,105,63072000.0,0.0,24045
24045,105,234,63072000.0,0.0,24046
24046,105,186,63072000.0,0.0,24047
24047,186,105,63072000.0,0.0,24048
24048,163,105,63072000.0,0.0,24049
24049,105,163,63072000.0,0.0,24050
24050,105,16,63072000.0,0.0,24051
24051,105,243,63072000.0,0.0,24052
24052,243,105,63072000.0,0.0,24053
24053,105,250,63072000.0,0.0,24054
24054,105,87,63072000.0,0.0,24055
24055,87,105,63072000.0,0.0,24056
24056,201,105,63072000.0,0.0,24057
24057,105,201,63072000.0,0.0,24058
24058,105,12,63072000.0,0.0,24059
24059,105,102,63072000.0,0.0,24060
24060,105,253,63072000.0,0.0,24061
24061,105,211,63072000.0,0.0,24062
24062,105,115,63072000.0,0.0,24063
24063,13,105,63072000.0,0.0,24064
24064,105,13,63072000.0,0.0,24065
24065,105,190,63072000.0,0.0,24066
24066,105,85,63072000.0,0.0,24067
24067,105,200,63072000.0,0.0,24068
24068,200,105,63072000.0,0.0,24069
24069,105,135,63072000.0,0.0,24070
24070,135,105,63072000.0,0.0,24071
24071,105,25,63072000.0,0.0,24072
24072,105,254,63072000.0,0.0,24073
24073,254,105,63072000.0,0.0,24074
24074,105,73,63072000.0,0.0,24075
24075,73,105,63072000.0,0.0,24076
24076,105,72,63072000.0,0.0,24077
24077,72,105,63072000.0,0.0,24078
24078,4,105,63072000.0,0.0,24079
24079,105,4,63072000.0,0.0,24080
24080,105,192,63072000.0,0.0,24081
24081,192,105,63072000.0,0.0,24082
24082,105,255,63072000.0,0.0,24083
24083,255,105,63072000.0,0.0,24084
24084,105,86,63072000.0,0.0,24085
24085,105,41,63072000.0,0.0,24086
24086,41,105,63072000.0,0.0,24087
24087,105,49,63072000.0,0.0,24088
24088,105,144,63072000.0,0.0,24089
24089,144,105,63072000.0,0.0,24090
24090,206,105,63072000.0,0.0,24091
24091,105,206,63072000.0,0.0,24092
24092,126,105,63072000.0,0.0,24093
24093,105,126,63072000.0,0.0,24094
24094,105,117,63072000.0,0.0,24095
24095,22,105,63072000.0,0.0,24096
24096,105,145,63072000.0,0.0,24097
24097,226,105,63072000.0,0.0,24098
24098,105,226,63072000.0,0.0,24099
24099,105,216,63072000.0,0.0,24100
24100,216,105,63072000.0,0.0,24101
24101,251,105,63072000.0,0.0,24102
24102,105,251,63072000.0,0.0,24103
24103,105,128,63072000.0,0.0,24104
24104,105,19,63072000.0,0.0,24105
24105,105,97,63072000.0,0.0,24106
24106,97,105,63072000.0,0.0,24107
24107,221,105,63072000.0,0.0,24108
24108,105,221,63072000.0,0.0,24109
24109,105,212,63072000.0,0.0,24110
24110,105,174,63072000.0,0.0,24111
24111,174,105,63072000.0,0.0,24112
24112,187,105,63072000.0,0.0,24113
24113,105,75,63072000.0,0.0,24114
24114,75,105,63072000.0,0.0,24115
24115,105,220,63072000.0,0.0,24116
24116,220,105,63072000.0,0.0,24117
24117,105,98,63072000.0,0.0,24118
24118,98,105,63072000.0,0.0,24119
24119,131,63,63072000.0,0.0,24120
24120,63,131,63072000.0,0.0,24121
24121,127,63,63072000.0,0.0,24122
24122,63,127,63072000.0,0.0,24123
24123,63,246,63072000.0,0.0,24124
24124,246,63,63072000.0,0.0,24125
24125,63,71,63072000.0,0.0,24126
24126,71,63,63072000.0,0.0,24127
24127,63,215,63072000.0,0.0,24128
24128,63,157,63072000.0,0.0,24129
24129,63,5,63072000.0,0.0,24130
24130,5,63,63072000.0,0.0,24131
24131,63,134,63072000.0,0.0,24132
24132,134,63,63072000.0,0.0,24133
24133,63,199,63072000.0,0.0,24134
24134,199,63,63072000.0,0.0,24135
24135,46,63,63072000.0,0.0,24136
24136,177,63,63072000.0,0.0,24137
24137,63,177,63072000.0,0.0,24138
24138,63,68,63072000.0,0.0,24139
24139,68,63,63072000.0,0.0,24140
24140,63,110,63072000.0,0.0,24141
24141,63,228,63072000.0,0.0,24142
24142,63,139,63072000.0,0.0,24143
24143,139,63,63072000.0,0.0,24144
24144,179,63,63072000.0,0.0,24145
24145,63,149,63072000.0,0.0,24146
24146,167,63,63072000.0,0.0,24147
24147,63,167,63072000.0,0.0,24148
24148,63,17,63072000.0,0.0,24149
24149,17,63,63072000.0,0.0,24150
24150,1,63,63072000.0,0.0,24151
24151,63,1,63072000.0,0.0,24152
24152,63,42,63072000.0,0.0,24153
24153,63,231,63072000.0,0.0,24154
24154,181,63,63072000.0,0.0,24155
24155,63,181,63072000.0,0.0,24156
24156,63,166,63072000.0,0.0,24157
24157,166,63,63072000.0,0.0,24158
24158,63,237,63072000.0,0.0,24159
24159,89,63,63072000.0,0.0,24160
24160,63,89,63072000.0,0.0,24161
24161,63,223,63072000.0,0.0,24162
24162,223,63,63072000.0,0.0,24163
24163,247,63,63072000.0,0.0,24164
24164,63,247,63072000.0,0.0,24165
24165,15,63,63072000.0,0.0,24166
24166,63,15,63072000.0,0.0,24167
24167,88,63,63072000.0,0.0,24168
24168,63,88,63072000.0,0.0,24169
24169,63,195,63072000.0,0.0,24170
24170,195,63,63072000.0,0.0,24171
24171,155,63,63072000.0,0.0,24172
24172,63,155,63072000.0,0.0,24173
24173,9,63,63072000.0,0.0,24174
24174,63,9,63072000.0,0.0,24175
24175,38,63,63072000.0,0.0,24176
24176,2,63,63072000.0,0.0,24177
24177,63,2,63072000.0,0.0,24178
24178,63,40,63072000.0,0.0,24179
24179,40,63,63072000.0,0.0,24180
24180,81,63,63072000.0,0.0,24181
24181,63,81,63072000.0,0.0,24182
24182,63,152,63072000.0,0.0,24183
24183,152,63,63072000.0,0.0,24184
24184,197,63,63072000.0,0.0,24185
24185,63,197,63072000.0,0.0,24186
24186,63,217,63072000.0,0.0,24187
24187,235,63,63072000.0,0.0,24188
24188,63,208,63072000.0,0.0,24189
24189,208,63,63072000.0,0.0,24190
24190,63,90,63072000.0,0.0,24191
24191,90,63,63072000.0,0.0,24192
24192,63,188,63072000.0,0.0,24193
24193,188,63,63072000.0,0.0,24194
24194,6,63,63072000.0,0.0,24195
24195,63,6,63072000.0,0.0,24196
24196,63,108,63072000.0,0.0,24197
24197,108,63,63072000.0,0.0,24198
24198,156,63,63072000.0,0.0,24199
24199,63,147,63072000.0,0.0,24200
24200,147,63,63072000.0,0.0,24201
24201,63,205,63072000.0,0.0,24202
24202,120,63,63072000.0,0.0,24203
24203,63,120,63072000.0,0.0,24204
24204,100,63,63072000.0,0.0,24205
24205,63,100,63072000.0,0.0,24206
24206,63,132,63072000.0,0.0,24207
24207,132,63,63072000.0,0.0,24208
24208,227,63,63072000.0,0.0,24209
24209,63,150,63072000.0,0.0,24210
24210,150,63,63072000.0,0.0,24211
24211,63,244,63072000.0,0.0,24212
24212,244,63,63072000.0,0.0,24213
24213,63,189,63072000.0,0.0,24214
24214,189,63,63072000.0,0.0,24215
24215,30,63,63072000.0,0.0,24216
24216,63,30,63072000.0,0.0,24217
24217,63,112,63072000.0,0.0,24218
24218,112,63,63072000.0,0.0,24219
24219,63,80,63072000.0,0.0,24220
24220,80,63,63072000.0,0.0,24221
24221,143,63,63072000.0,0.0,24222
24222,63,143,63072000.0,0.0,24223
24223,63,65,63072000.0,0.0,24224
24224,63,124,63072000.0,0.0,24225
24225,124,63,63072000.0,0.0,24226
24226,63,173,63072000.0,0.0,24227
24227,63,24,63072000.0,0.0,24228
24228,24,63,63072000.0,0.0,24229
24229,63,162,63072000.0,0.0,24230
24230,101,63,63072000.0,0.0,24231
24231,63,101,63072000.0,0.0,24232
24232,63,92,63072000.0,0.0,24233
24233,92,63,63072000.0,0.0,24234
24234,36,63,63072000.0,0.0,24235
24235,63,36,63072000.0,0.0,24236
24236,33,63,63072000.0,0.0,24237
24237,63,33,63072000.0,0.0,24238
24238,249,63,63072000.0,0.0,24239
24239,63,249,63072000.0,0.0,24240
24240,63,238,63072000.0,0.0,24241
24241,238,63,63072000.0,0.0,24242
24242,44,63,63072000.0,0.0,24243
24243,63,44,63072000.0,0.0,24244
24244,63,62,63072000.0,0.0,24245
24245,62,63,63072000.0,0.0,24246
24246,58,63,63072000.0,0.0,24247
24247,63,58,63072000.0,0.0,24248
24248,63,245,63072000.0,0.0,24249
24249,245,63,63072000.0,0.0,24250
24250,63,171,63072000.0,0.0,24251
24251,171,63,63072000.0,0.0,24252
24252,63,130,63072000.0,0.0,24253
24253,130,63,63072000.0,0.0,24254
24254,224,63,63072000.0,0.0,24255
24255,63,224,63072000.0,0.0,24256
24256,252,63,63072000.0,0.0,24257
24257,63,252,63072000.0,0.0,24258
24258,63,176,63072000.0,0.0,24259
24259,176,63,63072000.0,0.0,24260
24260,63,53,63072000.0,0.0,24261
24261,53,63,63072000.0,0.0,24262
24262,77,63,63072000.0,0.0,24263
24263,63,203,63072000.0,0.0,24264
24264,203,63,63072000.0,0.0,24265
24265,20,63,63072000.0,0.0,24266
24266,63,20,63072000.0,0.0,24267
24267,63,107,63072000.0,0.0,24268
24268,63,31,63072000.0,0.0,24269
24269,31,63,63072000.0,0.0,24270
24270,63,78,63072000.0,0.0,24271
24271,78,63,63072000.0,0.0,24272
24272,18,63,63072000.0,0.0,24273
24273,63,18,63072000.0,0.0,24274
24274,63,7,63072000.0,0.0,24275
24275,7,63,63072000.0,0.0,24276
24276,63,160,63072000.0,0.0,24277
24277,160,63,63072000.0,0.0,24278
24278,96,63,63072000.0,0.0,24279
24279,63,96,63072000.0,0.0,24280
24280,63,52,63072000.0,0.0,24281
24281,180,63,63072000.0,0.0,24282
24282,63,180,63072000.0,0.0,24283
24283,140,63,63072000.0,0.0,24284
24284,63,140,63072000.0,0.0,24285
24285,141,63,63072000.0,0.0,24286
24286,63,141,63072000.0,0.0,24287
24287,95,63,63072000.0,0.0,24288
24288,63,95,63072000.0,0.0,24289
24289,64,63,63072000.0,0.0,24290
24290,63,64,63072000.0,0.0,24291
24291,234,63,63072000.0,0.0,24292
24292,63,234,63072000.0,0.0,24293
24293,186,63,63072000.0,0.0,24294
24294,63,186,63072000.0,0.0,24295
24295,63,163,63072000.0,0.0,24296
24296,163,63,63072000.0,0.0,24297
24297,63,16,63072000.0,0.0,24298
24298,16,63,63072000.0,0.0,24299
24299,243,63,63072000.0,0.0,24300
24300,63,243,63072000.0,0.0,24301
24301,63,250,63072000.0,0.0,24302
24302,250,63,63072000.0,0.0,24303
24303,87,63,63072000.0,0.0,24304
24304,63,87,63072000.0,0.0,24305
24305,63,201,63072000.0,0.0,24306
24306,201,63,63072000.0,0.0,24307
24307,63,12,63072000.0,0.0,24308
24308,63,239,63072000.0,0.0,24309
24309,63,102,63072000.0,0.0,24310
24310,102,63,63072000.0,0.0,24311
24311,63,253,63072000.0,0.0,24312
24312,253,63,63072000.0,0.0,24313
24313,211,63,63072000.0,0.0,24314
24314,63,211,63072000.0,0.0,24315
24315,84,63,63072000.0,0.0,24316
24316,182,63,63072000.0,0.0,24317
24317,63,182,63072000.0,0.0,24318
24318,63,115,63072000.0,0.0,24319
24319,115,63,63072000.0,0.0,24320
24320,13,63,63072000.0,0.0,24321
24321,63,13,63072000.0,0.0,24322
24322,63,190,63072000.0,0.0,24323
24323,63,85,63072000.0,0.0,24324
24324,85,63,63072000.0,0.0,24325
24325,200,63,63072000.0,0.0,24326
24326,63,200,63072000.0,0.0,24327
24327,135,63,63072000.0,0.0,24328
24328,63,135,63072000.0,0.0,24329
24329,63,25,63072000.0,0.0,24330
24330,25,63,63072000.0,0.0,24331
24331,63,254,63072000.0,0.0,24332
24332,254,63,63072000.0,0.0,24333
24333,73,63,63072000.0,0.0,24334
24334,63,73,63072000.0,0.0,24335
24335,72,63,63072000.0,0.0,24336
24336,63,72,63072000.0,0.0,24337
24337,63,4,63072000.0,0.0,24338
24338,4,63,63072000.0,0.0,24339
24339,63,104,63072000.0,0.0,24340
24340,63,192,63072000.0,0.0,24341
24341,192,63,63072000.0,0.0,24342
24342,63,255,63072000.0,0.0,24343
24343,255,63,63072000.0,0.0,24344
24344,86,63,63072000.0,0.0,24345
24345,63,86,63072000.0,0.0,24346
24346,41,63,63072000.0,0.0,24347
24347,63,41,63072000.0,0.0,24348
24348,63,49,63072000.0,0.0,24349
24349,49,63,63072000.0,0.0,24350
24350,63,165,63072000.0,0.0,24351
24351,165,63,63072000.0,0.0,24352
24352,144,63,63072000.0,0.0,24353
24353,63,144,63072000.0,0.0,24354
24354,63,206,63072000.0,0.0,24355
24355,206,63,63072000.0,0.0,24356
24356,126,63,63072000.0,0.0,24357
24357,63,126,63072000.0,0.0,24358
24358,63,117,63072000.0,0.0,24359
24359,117,63,63072000.0,0.0,24360
24360,63,22,63072000.0,0.0,24361
24361,22,63,63072000.0,0.0,24362
24362,63,145,63072000.0,0.0,24363
24363,145,63,63072000.0,0.0,24364
24364,63,226,63072000.0,0.0,24365
24365,226,63,63072000.0,0.0,24366
24366,216,63,63072000.0,0.0,24367
24367,63,216,63072000.0,0.0,24368
24368,251,63,63072000.0,0.0,24369
24369,63,251,63072000.0,0.0,24370
24370,63,128,63072000.0,0.0,24371
24371,19,63,63072000.0,0.0,24372
24372,63,19,63072000.0,0.0,24373
24373,97,63,63072000.0,0.0,24374
24374,63,97,63072000.0,0.0,24375
24375,221,63,63072000.0,0.0,24376
24376,63,221,63072000.0,0.0,24377
24377,212,63,63072000.0,0.0,24378
24378,63,174,63072000.0,0.0,24379
24379,174,63,63072000.0,0.0,24380
24380,187,63,63072000.0,0.0,24381
24381,63,187,63072000.0,0.0,24382
24382,222,63,63072000.0,0.0,24383
24383,63,75,63072000.0,0.0,24384
24384,75,63,63072000.0,0.0,24385
24385,63,220,63072000.0,0.0,24386
24386,220,63,63072000.0,0.0,24387
24387,98,63,63072000.0,0.0,24388
24388,63,98,63072000.0,0.0,24389
24389,30,215,63072000.0,0.0,24390
24390,30,5,63072000.0,0.0,24391
24391,30,134,63072000.0,0.0,24392
24392,177,30,63072000.0,0.0,24393
24393,30,177,63072000.0,0.0,24394
24394,30,110,63072000.0,0.0,24395
24395,30,149,63072000.0,0.0,24396
24396,167,30,63072000.0,0.0,24397
24397,30,231,63072000.0,0.0,24398
24398,247,30,63072000.0,0.0,24399
24399,30,15,63072000.0,0.0,24400
24400,30,2,63072000.0,0.0,24401
24401,2,30,63072000.0,0.0,24402
24402,30,40,63072000.0,0.0,24403
24403,40,30,63072000.0,0.0,24404
24404,81,30,63072000.0,0.0,24405
24405,30,230,63072000.0,0.0,24406
24406,30,235,63072000.0,0.0,24407
24407,30,188,63072000.0,0.0,24408
24408,30,108,63072000.0,0.0,24409
24409,30,79,63072000.0,0.0,24410
24410,30,120,63072000.0,0.0,24411
24411,120,30,63072000.0,0.0,24412
24412,30,100,63072000.0,0.0,24413
24413,30,57,63072000.0,0.0,24414
24414,57,30,63072000.0,0.0,24415
24415,113,30,63072000.0,0.0,24416
24416,183,30,63072000.0,0.0,24417
24417,150,30,63072000.0,0.0,24418
24418,189,30,63072000.0,0.0,24419
24419,30,30,63072000.0,0.0,24420
24420,30,112,63072000.0,0.0,24421
24421,112,30,63072000.0,0.0,24422
24422,30,124,63072000.0,0.0,24423
24423,249,30,63072000.0,0.0,24424
24424,62,30,63072000.0,0.0,24425
24425,130,30,63072000.0,0.0,24426
24426,30,130,63072000.0,0.0,24427
24427,30,164,63072000.0,0.0,24428
24428,20,30,63072000.0,0.0,24429
24429,30,20,63072000.0,0.0,24430
24430,30,107,63072000.0,0.0,24431
24431,107,30,63072000.0,0.0,24432
24432,30,78,63072000.0,0.0,24433
24433,78,30,63072000.0,0.0,24434
24434,30,52,63072000.0,0.0,24435
24435,30,140,63072000.0,0.0,24436
24436,140,30,63072000.0,0.0,24437
24437,30,234,63072000.0,0.0,24438
24438,163,30,63072000.0,0.0,24439
24439,30,239,63072000.0,0.0,24440
24440,30,102,63072000.0,0.0,24441
24441,102,30,63072000.0,0.0,24442
24442,30,211,63072000.0,0.0,24443
24443,211,30,63072000.0,0.0,24444
24444,30,115,63072000.0,0.0,24445
24445,200,30,63072000.0,0.0,24446
24446,30,200,63072000.0,0.0,24447
24447,30,73,63072000.0,0.0,24448
24448,73,30,63072000.0,0.0,24449
24449,72,30,63072000.0,0.0,24450
24450,30,104,63072000.0,0.0,24451
24451,30,192,63072000.0,0.0,24452
24452,192,30,63072000.0,0.0,24453
24453,30,255,63072000.0,0.0,24454
24454,255,30,63072000.0,0.0,24455
24455,41,30,63072000.0,0.0,24456
24456,225,30,63072000.0,0.0,24457
24457,144,30,63072000.0,0.0,24458
24458,30,144,63072000.0,0.0,24459
24459,126,30,63072000.0,0.0,24460
24460,30,117,63072000.0,0.0,24461
24461,30,145,63072000.0,0.0,24462
24462,226,30,63072000.0,0.0,24463
24463,30,226,63072000.0,0.0,24464
24464,251,30,63072000.0,0.0,24465
24465,30,251,63072000.0,0.0,24466
24466,19,30,63072000.0,0.0,24467
24467,97,30,63072000.0,0.0,24468
24468,30,221,63072000.0,0.0,24469
24469,30,174,63072000.0,0.0,24470
24470,174,30,63072000.0,0.0,24471
24471,75,30,63072000.0,0.0,24472
24472,112,131,63072000.0,0.0,24473
24473,131,112,63072000.0,0.0,24474
24474,127,112,63072000.0,0.0,24475
24475,112,37,63072000.0,0.0,24476
24476,37,112,63072000.0,0.0,24477
24477,112,71,63072000.0,0.0,24478
24478,215,112,63072000.0,0.0,24479
24479,5,112,63072000.0,0.0,24480
24480,134,112,63072000.0,0.0,24481
24481,112,134,63072000.0,0.0,24482
24482,199,112,63072000.0,0.0,24483
24483,112,199,63072000.0,0.0,24484
24484,177,112,63072000.0,0.0,24485
24485,68,112,63072000.0,0.0,24486
24486,110,112,63072000.0,0.0,24487
24487,112,110,63072000.0,0.0,24488
24488,139,112,63072000.0,0.0,24489
24489,167,112,63072000.0,0.0,24490
24490,112,167,63072000.0,0.0,24491
24491,112,125,63072000.0,0.0,24492
24492,17,112,63072000.0,0.0,24493
24493,1,112,63072000.0,0.0,24494
24494,91,112,63072000.0,0.0,24495
24495,231,112,63072000.0,0.0,24496
24496,181,112,63072000.0,0.0,24497
24497,166,112,63072000.0,0.0,24498
24498,237,112,63072000.0,0.0,24499
24499,112,237,63072000.0,0.0,24500
24500,89,112,63072000.0,0.0,24501
24501,223,112,63072000.0,0.0,24502
24502,194,112,63072000.0,0.0,24503
24503,247,112,63072000.0,0.0,24504
24504,15,112,63072000.0,0.0,24505
24505,112,15,63072000.0,0.0,24506
24506,112,88,63072000.0,0.0,24507
24507,88,112,63072000.0,0.0,24508
