,u,i,ts,label,idx
87609,44,26,252460800.0,0.0,87610
87610,26,62,252460800.0,0.0,87611
87611,171,26,252460800.0,0.0,87612
87612,26,171,252460800.0,0.0,87613
87613,130,26,252460800.0,0.0,87614
87614,26,130,252460800.0,0.0,87615
87615,252,26,252460800.0,0.0,87616
87616,26,252,252460800.0,0.0,87617
87617,54,26,252460800.0,0.0,87618
87618,20,26,252460800.0,0.0,87619
87619,26,20,252460800.0,0.0,87620
87620,26,107,252460800.0,0.0,87621
87621,78,26,252460800.0,0.0,87622
87622,26,78,252460800.0,0.0,87623
87623,18,26,252460800.0,0.0,87624
87624,160,26,252460800.0,0.0,87625
87625,26,8,252460800.0,0.0,87626
87626,8,26,252460800.0,0.0,87627
87627,96,26,252460800.0,0.0,87628
87628,26,96,252460800.0,0.0,87629
87629,26,52,252460800.0,0.0,87630
87630,180,26,252460800.0,0.0,87631
87631,140,26,252460800.0,0.0,87632
87632,26,140,252460800.0,0.0,87633
87633,141,26,252460800.0,0.0,87634
87634,26,95,252460800.0,0.0,87635
87635,95,26,252460800.0,0.0,87636
87636,64,26,252460800.0,0.0,87637
87637,26,64,252460800.0,0.0,87638
87638,234,26,252460800.0,0.0,87639
87639,26,234,252460800.0,0.0,87640
87640,186,26,252460800.0,0.0,87641
87641,26,186,252460800.0,0.0,87642
87642,163,26,252460800.0,0.0,87643
87643,26,163,252460800.0,0.0,87644
87644,26,43,252460800.0,0.0,87645
87645,43,26,252460800.0,0.0,87646
87646,26,16,252460800.0,0.0,87647
87647,26,243,252460800.0,0.0,87648
87648,243,26,252460800.0,0.0,87649
87649,111,26,252460800.0,0.0,87650
87650,250,26,252460800.0,0.0,87651
87651,26,87,252460800.0,0.0,87652
87652,87,26,252460800.0,0.0,87653
87653,26,14,252460800.0,0.0,87654
87654,14,26,252460800.0,0.0,87655
87655,201,26,252460800.0,0.0,87656
87656,26,239,252460800.0,0.0,87657
87657,26,102,252460800.0,0.0,87658
87658,26,211,252460800.0,0.0,87659
87659,182,26,252460800.0,0.0,87660
87660,26,115,252460800.0,0.0,87661
87661,115,26,252460800.0,0.0,87662
87662,13,26,252460800.0,0.0,87663
87663,85,26,252460800.0,0.0,87664
87664,26,85,252460800.0,0.0,87665
87665,200,26,252460800.0,0.0,87666
87666,26,200,252460800.0,0.0,87667
87667,198,26,252460800.0,0.0,87668
87668,26,198,252460800.0,0.0,87669
87669,50,26,252460800.0,0.0,87670
87670,26,50,252460800.0,0.0,87671
87671,254,26,252460800.0,0.0,87672
87672,26,254,252460800.0,0.0,87673
87673,73,26,252460800.0,0.0,87674
87674,26,73,252460800.0,0.0,87675
87675,26,72,252460800.0,0.0,87676
87676,72,26,252460800.0,0.0,87677
87677,26,4,252460800.0,0.0,87678
87678,4,26,252460800.0,0.0,87679
87679,192,26,252460800.0,0.0,87680
87680,26,192,252460800.0,0.0,87681
87681,26,255,252460800.0,0.0,87682
87682,255,26,252460800.0,0.0,87683
87683,86,26,252460800.0,0.0,87684
87684,26,86,252460800.0,0.0,87685
87685,41,26,252460800.0,0.0,87686
87686,26,41,252460800.0,0.0,87687
87687,144,26,252460800.0,0.0,87688
87688,26,206,252460800.0,0.0,87689
87689,206,26,252460800.0,0.0,87690
87690,126,26,252460800.0,0.0,87691
87691,26,126,252460800.0,0.0,87692
87692,26,51,252460800.0,0.0,87693
87693,51,26,252460800.0,0.0,87694
87694,22,26,252460800.0,0.0,87695
87695,26,29,252460800.0,0.0,87696
87696,29,26,252460800.0,0.0,87697
87697,26,145,252460800.0,0.0,87698
87698,145,26,252460800.0,0.0,87699
87699,226,26,252460800.0,0.0,87700
87700,26,226,252460800.0,0.0,87701
87701,216,26,252460800.0,0.0,87702
87702,251,26,252460800.0,0.0,87703
87703,26,251,252460800.0,0.0,87704
87704,19,26,252460800.0,0.0,87705
87705,26,19,252460800.0,0.0,87706
87706,26,97,252460800.0,0.0,87707
87707,97,26,252460800.0,0.0,87708
87708,26,114,252460800.0,0.0,87709
87709,114,26,252460800.0,0.0,87710
87710,174,26,252460800.0,0.0,87711
87711,26,174,252460800.0,0.0,87712
87712,187,26,252460800.0,0.0,87713
87713,26,187,252460800.0,0.0,87714
87714,220,26,252460800.0,0.0,87715
87715,98,26,252460800.0,0.0,87716
87716,131,121,252460800.0,0.0,87717
87717,121,131,252460800.0,0.0,87718
87718,127,121,252460800.0,0.0,87719
87719,121,127,252460800.0,0.0,87720
87720,121,246,252460800.0,0.0,87721
87721,246,121,252460800.0,0.0,87722
87722,121,71,252460800.0,0.0,87723
87723,71,121,252460800.0,0.0,87724
87724,121,215,252460800.0,0.0,87725
87725,121,35,252460800.0,0.0,87726
87726,35,121,252460800.0,0.0,87727
87727,121,157,252460800.0,0.0,87728
87728,121,56,252460800.0,0.0,87729
87729,121,55,252460800.0,0.0,87730
87730,55,121,252460800.0,0.0,87731
87731,121,5,252460800.0,0.0,87732
87732,5,121,252460800.0,0.0,87733
87733,121,134,252460800.0,0.0,87734
87734,134,121,252460800.0,0.0,87735
87735,121,199,252460800.0,0.0,87736
87736,199,121,252460800.0,0.0,87737
87737,121,242,252460800.0,0.0,87738
87738,242,121,252460800.0,0.0,87739
87739,121,110,252460800.0,0.0,87740
87740,121,83,252460800.0,0.0,87741
87741,83,121,252460800.0,0.0,87742
87742,121,167,252460800.0,0.0,87743
87743,125,121,252460800.0,0.0,87744
87744,121,125,252460800.0,0.0,87745
87745,1,121,252460800.0,0.0,87746
87746,121,1,252460800.0,0.0,87747
87747,121,42,252460800.0,0.0,87748
87748,121,91,252460800.0,0.0,87749
87749,91,121,252460800.0,0.0,87750
87750,202,121,252460800.0,0.0,87751
87751,121,231,252460800.0,0.0,87752
87752,121,166,252460800.0,0.0,87753
87753,166,121,252460800.0,0.0,87754
87754,121,89,252460800.0,0.0,87755
87755,89,121,252460800.0,0.0,87756
87756,121,247,252460800.0,0.0,87757
87757,247,121,252460800.0,0.0,87758
87758,121,15,252460800.0,0.0,87759
87759,15,121,252460800.0,0.0,87760
87760,121,155,252460800.0,0.0,87761
87761,155,121,252460800.0,0.0,87762
87762,9,121,252460800.0,0.0,87763
87763,121,9,252460800.0,0.0,87764
87764,121,38,252460800.0,0.0,87765
87765,38,121,252460800.0,0.0,87766
87766,121,2,252460800.0,0.0,87767
87767,2,121,252460800.0,0.0,87768
87768,40,121,252460800.0,0.0,87769
87769,121,40,252460800.0,0.0,87770
87770,121,152,252460800.0,0.0,87771
87771,152,121,252460800.0,0.0,87772
87772,121,207,252460800.0,0.0,87773
87773,121,106,252460800.0,0.0,87774
87774,106,121,252460800.0,0.0,87775
87775,197,121,252460800.0,0.0,87776
87776,121,197,252460800.0,0.0,87777
87777,142,121,252460800.0,0.0,87778
87778,121,217,252460800.0,0.0,87779
87779,121,209,252460800.0,0.0,87780
87780,209,121,252460800.0,0.0,87781
87781,121,208,252460800.0,0.0,87782
87782,208,121,252460800.0,0.0,87783
87783,121,90,252460800.0,0.0,87784
87784,90,121,252460800.0,0.0,87785
87785,121,188,252460800.0,0.0,87786
87786,188,121,252460800.0,0.0,87787
87787,121,82,252460800.0,0.0,87788
87788,82,121,252460800.0,0.0,87789
87789,175,121,252460800.0,0.0,87790
87790,121,175,252460800.0,0.0,87791
87791,121,6,252460800.0,0.0,87792
87792,6,121,252460800.0,0.0,87793
87793,121,108,252460800.0,0.0,87794
87794,172,121,252460800.0,0.0,87795
87795,121,172,252460800.0,0.0,87796
87796,236,121,252460800.0,0.0,87797
87797,121,236,252460800.0,0.0,87798
87798,121,156,252460800.0,0.0,87799
87799,156,121,252460800.0,0.0,87800
87800,121,153,252460800.0,0.0,87801
87801,153,121,252460800.0,0.0,87802
87802,79,121,252460800.0,0.0,87803
87803,121,79,252460800.0,0.0,87804
87804,147,121,252460800.0,0.0,87805
87805,121,147,252460800.0,0.0,87806
87806,121,205,252460800.0,0.0,87807
87807,205,121,252460800.0,0.0,87808
87808,121,120,252460800.0,0.0,87809
87809,120,121,252460800.0,0.0,87810
87810,121,100,252460800.0,0.0,87811
87811,100,121,252460800.0,0.0,87812
87812,121,132,252460800.0,0.0,87813
87813,121,57,252460800.0,0.0,87814
87814,57,121,252460800.0,0.0,87815
87815,178,121,252460800.0,0.0,87816
87816,121,178,252460800.0,0.0,87817
87817,121,227,252460800.0,0.0,87818
87818,227,121,252460800.0,0.0,87819
87819,113,121,252460800.0,0.0,87820
87820,121,113,252460800.0,0.0,87821
87821,183,121,252460800.0,0.0,87822
87822,121,183,252460800.0,0.0,87823
87823,150,121,252460800.0,0.0,87824
87824,121,150,252460800.0,0.0,87825
87825,121,244,252460800.0,0.0,87826
87826,121,105,252460800.0,0.0,87827
87827,105,121,252460800.0,0.0,87828
87828,189,121,252460800.0,0.0,87829
87829,121,189,252460800.0,0.0,87830
87830,121,63,252460800.0,0.0,87831
87831,63,121,252460800.0,0.0,87832
87832,30,121,252460800.0,0.0,87833
87833,121,30,252460800.0,0.0,87834
87834,112,121,252460800.0,0.0,87835
87835,121,112,252460800.0,0.0,87836
87836,121,80,252460800.0,0.0,87837
87837,80,121,252460800.0,0.0,87838
87838,121,45,252460800.0,0.0,87839
87839,45,121,252460800.0,0.0,87840
87840,143,121,252460800.0,0.0,87841
87841,121,143,252460800.0,0.0,87842
87842,121,124,252460800.0,0.0,87843
87843,124,121,252460800.0,0.0,87844
87844,121,210,252460800.0,0.0,87845
87845,210,121,252460800.0,0.0,87846
87846,121,173,252460800.0,0.0,87847
87847,173,121,252460800.0,0.0,87848
87848,121,3,252460800.0,0.0,87849
87849,3,121,252460800.0,0.0,87850
87850,121,24,252460800.0,0.0,87851
87851,24,121,252460800.0,0.0,87852
87852,121,162,252460800.0,0.0,87853
87853,121,101,252460800.0,0.0,87854
87854,101,121,252460800.0,0.0,87855
87855,121,92,252460800.0,0.0,87856
87856,233,121,252460800.0,0.0,87857
87857,121,233,252460800.0,0.0,87858
87858,121,36,252460800.0,0.0,87859
87859,36,121,252460800.0,0.0,87860
87860,121,33,252460800.0,0.0,87861
87861,33,121,252460800.0,0.0,87862
87862,249,121,252460800.0,0.0,87863
87863,121,249,252460800.0,0.0,87864
87864,121,238,252460800.0,0.0,87865
87865,121,44,252460800.0,0.0,87866
87866,44,121,252460800.0,0.0,87867
87867,121,62,252460800.0,0.0,87868
87868,62,121,252460800.0,0.0,87869
87869,121,229,252460800.0,0.0,87870
87870,121,58,252460800.0,0.0,87871
87871,58,121,252460800.0,0.0,87872
87872,121,245,252460800.0,0.0,87873
87873,245,121,252460800.0,0.0,87874
87874,121,171,252460800.0,0.0,87875
87875,171,121,252460800.0,0.0,87876
87876,121,130,252460800.0,0.0,87877
87877,130,121,252460800.0,0.0,87878
87878,121,224,252460800.0,0.0,87879
87879,224,121,252460800.0,0.0,87880
87880,121,164,252460800.0,0.0,87881
87881,252,121,252460800.0,0.0,87882
87882,121,252,252460800.0,0.0,87883
87883,121,176,252460800.0,0.0,87884
87884,176,121,252460800.0,0.0,87885
87885,53,121,252460800.0,0.0,87886
87886,121,53,252460800.0,0.0,87887
87887,54,121,252460800.0,0.0,87888
87888,121,54,252460800.0,0.0,87889
87889,121,203,252460800.0,0.0,87890
87890,203,121,252460800.0,0.0,87891
87891,20,121,252460800.0,0.0,87892
87892,121,20,252460800.0,0.0,87893
87893,121,107,252460800.0,0.0,87894
87894,107,121,252460800.0,0.0,87895
87895,121,31,252460800.0,0.0,87896
87896,31,121,252460800.0,0.0,87897
87897,78,121,252460800.0,0.0,87898
87898,121,78,252460800.0,0.0,87899
87899,18,121,252460800.0,0.0,87900
87900,121,18,252460800.0,0.0,87901
87901,121,7,252460800.0,0.0,87902
87902,7,121,252460800.0,0.0,87903
87903,121,160,252460800.0,0.0,87904
87904,160,121,252460800.0,0.0,87905
87905,8,121,252460800.0,0.0,87906
87906,121,8,252460800.0,0.0,87907
87907,121,184,252460800.0,0.0,87908
87908,96,121,252460800.0,0.0,87909
87909,121,96,252460800.0,0.0,87910
87910,121,52,252460800.0,0.0,87911
87911,52,121,252460800.0,0.0,87912
87912,180,121,252460800.0,0.0,87913
87913,121,180,252460800.0,0.0,87914
87914,140,121,252460800.0,0.0,87915
87915,121,140,252460800.0,0.0,87916
87916,121,141,252460800.0,0.0,87917
87917,141,121,252460800.0,0.0,87918
87918,121,95,252460800.0,0.0,87919
87919,95,121,252460800.0,0.0,87920
87920,64,121,252460800.0,0.0,87921
87921,121,64,252460800.0,0.0,87922
87922,121,234,252460800.0,0.0,87923
87923,234,121,252460800.0,0.0,87924
87924,186,121,252460800.0,0.0,87925
87925,121,186,252460800.0,0.0,87926
87926,121,163,252460800.0,0.0,87927
87927,163,121,252460800.0,0.0,87928
87928,121,16,252460800.0,0.0,87929
87929,16,121,252460800.0,0.0,87930
87930,243,121,252460800.0,0.0,87931
87931,121,243,252460800.0,0.0,87932
87932,121,111,252460800.0,0.0,87933
87933,111,121,252460800.0,0.0,87934
87934,121,250,252460800.0,0.0,87935
87935,250,121,252460800.0,0.0,87936
87936,87,121,252460800.0,0.0,87937
87937,121,87,252460800.0,0.0,87938
87938,121,14,252460800.0,0.0,87939
87939,14,121,252460800.0,0.0,87940
87940,201,121,252460800.0,0.0,87941
87941,121,201,252460800.0,0.0,87942
87942,121,239,252460800.0,0.0,87943
87943,121,102,252460800.0,0.0,87944
87944,121,253,252460800.0,0.0,87945
87945,121,211,252460800.0,0.0,87946
87946,211,121,252460800.0,0.0,87947
87947,121,69,252460800.0,0.0,87948
87948,121,182,252460800.0,0.0,87949
87949,182,121,252460800.0,0.0,87950
87950,121,115,252460800.0,0.0,87951
87951,115,121,252460800.0,0.0,87952
87952,121,13,252460800.0,0.0,87953
87953,13,121,252460800.0,0.0,87954
87954,121,39,252460800.0,0.0,87955
87955,121,190,252460800.0,0.0,87956
87956,121,85,252460800.0,0.0,87957
87957,85,121,252460800.0,0.0,87958
87958,121,200,252460800.0,0.0,87959
87959,200,121,252460800.0,0.0,87960
87960,198,121,252460800.0,0.0,87961
87961,121,198,252460800.0,0.0,87962
87962,50,121,252460800.0,0.0,87963
87963,121,50,252460800.0,0.0,87964
87964,121,135,252460800.0,0.0,87965
87965,25,121,252460800.0,0.0,87966
87966,121,25,252460800.0,0.0,87967
87967,254,121,252460800.0,0.0,87968
87968,121,254,252460800.0,0.0,87969
87969,73,121,252460800.0,0.0,87970
87970,121,73,252460800.0,0.0,87971
87971,72,121,252460800.0,0.0,87972
87972,121,72,252460800.0,0.0,87973
87973,4,121,252460800.0,0.0,87974
87974,121,4,252460800.0,0.0,87975
87975,121,104,252460800.0,0.0,87976
87976,104,121,252460800.0,0.0,87977
87977,121,192,252460800.0,0.0,87978
87978,192,121,252460800.0,0.0,87979
87979,121,255,252460800.0,0.0,87980
87980,255,121,252460800.0,0.0,87981
87981,121,86,252460800.0,0.0,87982
87982,86,121,252460800.0,0.0,87983
87983,121,61,252460800.0,0.0,87984
87984,61,121,252460800.0,0.0,87985
87985,41,121,252460800.0,0.0,87986
87986,121,41,252460800.0,0.0,87987
87987,49,121,252460800.0,0.0,87988
87988,121,49,252460800.0,0.0,87989
87989,165,121,252460800.0,0.0,87990
87990,144,121,252460800.0,0.0,87991
87991,121,144,252460800.0,0.0,87992
87992,121,206,252460800.0,0.0,87993
87993,206,121,252460800.0,0.0,87994
87994,126,121,252460800.0,0.0,87995
87995,121,126,252460800.0,0.0,87996
87996,121,51,252460800.0,0.0,87997
87997,51,121,252460800.0,0.0,87998
87998,121,117,252460800.0,0.0,87999
87999,191,121,252460800.0,0.0,88000
88000,121,22,252460800.0,0.0,88001
88001,22,121,252460800.0,0.0,88002
88002,29,121,252460800.0,0.0,88003
88003,121,29,252460800.0,0.0,88004
88004,145,121,252460800.0,0.0,88005
88005,121,145,252460800.0,0.0,88006
88006,121,226,252460800.0,0.0,88007
88007,226,121,252460800.0,0.0,88008
88008,216,121,252460800.0,0.0,88009
88009,121,216,252460800.0,0.0,88010
88010,121,251,252460800.0,0.0,88011
88011,251,121,252460800.0,0.0,88012
88012,121,128,252460800.0,0.0,88013
88013,121,19,252460800.0,0.0,88014
88014,19,121,252460800.0,0.0,88015
88015,121,97,252460800.0,0.0,88016
88016,97,121,252460800.0,0.0,88017
88017,121,114,252460800.0,0.0,88018
88018,114,121,252460800.0,0.0,88019
88019,121,212,252460800.0,0.0,88020
88020,212,121,252460800.0,0.0,88021
88021,121,174,252460800.0,0.0,88022
88022,174,121,252460800.0,0.0,88023
88023,187,121,252460800.0,0.0,88024
88024,121,187,252460800.0,0.0,88025
88025,121,222,252460800.0,0.0,88026
88026,121,27,252460800.0,0.0,88027
88027,27,121,252460800.0,0.0,88028
88028,121,220,252460800.0,0.0,88029
88029,220,121,252460800.0,0.0,88030
88030,98,121,252460800.0,0.0,88031
88031,121,98,252460800.0,0.0,88032
88032,56,209,252460800.0,0.0,88033
88033,93,209,252460800.0,0.0,88034
88034,170,209,252460800.0,0.0,88035
88035,94,209,252460800.0,0.0,88036
88036,154,209,252460800.0,0.0,88037
88037,148,209,252460800.0,0.0,88038
88038,247,209,252460800.0,0.0,88039
88039,88,209,252460800.0,0.0,88040
88040,2,209,252460800.0,0.0,88041
88041,40,209,252460800.0,0.0,88042
88042,175,209,252460800.0,0.0,88043
88043,172,209,252460800.0,0.0,88044
88044,153,209,252460800.0,0.0,88045
88045,209,153,252460800.0,0.0,88046
88046,178,209,252460800.0,0.0,88047
88047,105,209,252460800.0,0.0,88048
88048,189,209,252460800.0,0.0,88049
88049,63,209,252460800.0,0.0,88050
88050,249,209,252460800.0,0.0,88051
88051,58,209,252460800.0,0.0,88052
88052,209,58,252460800.0,0.0,88053
88053,130,209,252460800.0,0.0,88054
88054,252,209,252460800.0,0.0,88055
88055,20,209,252460800.0,0.0,88056
88056,209,20,252460800.0,0.0,88057
88057,78,209,252460800.0,0.0,88058
88058,64,209,252460800.0,0.0,88059
88059,163,209,252460800.0,0.0,88060
88060,243,209,252460800.0,0.0,88061
88061,250,209,252460800.0,0.0,88062
88062,200,209,252460800.0,0.0,88063
88063,73,209,252460800.0,0.0,88064
88064,209,73,252460800.0,0.0,88065
88065,72,209,252460800.0,0.0,88066
88066,104,209,252460800.0,0.0,88067
88067,255,209,252460800.0,0.0,88068
88068,41,209,252460800.0,0.0,88069
88069,144,209,252460800.0,0.0,88070
88070,126,209,252460800.0,0.0,88071
88071,226,209,252460800.0,0.0,88072
88072,251,209,252460800.0,0.0,88073
88073,209,251,252460800.0,0.0,88074
88074,19,209,252460800.0,0.0,88075
88075,97,209,252460800.0,0.0,88076
88076,174,209,252460800.0,0.0,88077
88077,187,209,252460800.0,0.0,88078
88078,98,209,252460800.0,0.0,88079
88079,131,90,252460800.0,0.0,88080
88080,218,90,252460800.0,0.0,88081
88081,90,71,252460800.0,0.0,88082
88082,90,136,252460800.0,0.0,88083
88083,169,90,252460800.0,0.0,88084
88084,202,90,252460800.0,0.0,88085
88085,166,90,252460800.0,0.0,88086
88086,93,90,252460800.0,0.0,88087
88087,90,94,252460800.0,0.0,88088
88088,154,90,252460800.0,0.0,88089
88089,223,90,252460800.0,0.0,88090
88090,247,90,252460800.0,0.0,88091
88091,15,90,252460800.0,0.0,88092
88092,88,90,252460800.0,0.0,88093
88093,155,90,252460800.0,0.0,88094
88094,196,90,252460800.0,0.0,88095
88095,152,90,252460800.0,0.0,88096
88096,90,152,252460800.0,0.0,88097
88097,26,90,252460800.0,0.0,88098
88098,175,90,252460800.0,0.0,88099
88099,90,175,252460800.0,0.0,88100
88100,172,90,252460800.0,0.0,88101
88101,90,172,252460800.0,0.0,88102
88102,57,90,252460800.0,0.0,88103
88103,178,90,252460800.0,0.0,88104
88104,227,90,252460800.0,0.0,88105
88105,113,90,252460800.0,0.0,88106
88106,183,90,252460800.0,0.0,88107
88107,150,90,252460800.0,0.0,88108
88108,189,90,252460800.0,0.0,88109
88109,63,90,252460800.0,0.0,88110
88110,90,63,252460800.0,0.0,88111
88111,143,90,252460800.0,0.0,88112
88112,24,90,252460800.0,0.0,88113
88113,36,90,252460800.0,0.0,88114
88114,44,90,252460800.0,0.0,88115
88115,62,90,252460800.0,0.0,88116
88116,130,90,252460800.0,0.0,88117
88117,90,130,252460800.0,0.0,88118
88118,252,90,252460800.0,0.0,88119
88119,90,252,252460800.0,0.0,88120
88120,20,90,252460800.0,0.0,88121
88121,90,20,252460800.0,0.0,88122
88122,78,90,252460800.0,0.0,88123
88123,7,90,252460800.0,0.0,88124
88124,160,90,252460800.0,0.0,88125
88125,95,90,252460800.0,0.0,88126
88126,64,90,252460800.0,0.0,88127
88127,163,90,252460800.0,0.0,88128
88128,90,163,252460800.0,0.0,88129
88129,115,90,252460800.0,0.0,88130
88130,13,90,252460800.0,0.0,88131
88131,200,90,252460800.0,0.0,88132
88132,254,90,252460800.0,0.0,88133
88133,73,90,252460800.0,0.0,88134
88134,90,73,252460800.0,0.0,88135
88135,255,90,252460800.0,0.0,88136
88136,41,90,252460800.0,0.0,88137
88137,49,90,252460800.0,0.0,88138
88138,206,90,252460800.0,0.0,88139
88139,126,90,252460800.0,0.0,88140
88140,251,90,252460800.0,0.0,88141
88141,90,251,252460800.0,0.0,88142
88142,19,90,252460800.0,0.0,88143
88143,90,19,252460800.0,0.0,88144
88144,97,90,252460800.0,0.0,88145
88145,187,90,252460800.0,0.0,88146
88146,175,131,252460800.0,0.0,88147
88147,131,175,252460800.0,0.0,88148
88148,127,175,252460800.0,0.0,88149
88149,175,127,252460800.0,0.0,88150
88150,218,175,252460800.0,0.0,88151
88151,175,246,252460800.0,0.0,88152
88152,246,175,252460800.0,0.0,88153
88153,175,71,252460800.0,0.0,88154
88154,71,175,252460800.0,0.0,88155
88155,175,215,252460800.0,0.0,88156
88156,175,35,252460800.0,0.0,88157
88157,175,157,252460800.0,0.0,88158
88158,157,175,252460800.0,0.0,88159
88159,175,56,252460800.0,0.0,88160
88160,175,55,252460800.0,0.0,88161
88161,55,175,252460800.0,0.0,88162
88162,175,5,252460800.0,0.0,88163
88163,5,175,252460800.0,0.0,88164
88164,175,134,252460800.0,0.0,88165
88165,134,175,252460800.0,0.0,88166
88166,199,175,252460800.0,0.0,88167
88167,175,199,252460800.0,0.0,88168
88168,175,242,252460800.0,0.0,88169
88169,242,175,252460800.0,0.0,88170
88170,175,110,252460800.0,0.0,88171
88171,110,175,252460800.0,0.0,88172
88172,228,175,252460800.0,0.0,88173
88173,175,228,252460800.0,0.0,88174
88174,175,83,252460800.0,0.0,88175
88175,83,175,252460800.0,0.0,88176
88176,179,175,252460800.0,0.0,88177
88177,175,167,252460800.0,0.0,88178
88178,167,175,252460800.0,0.0,88179
88179,175,125,252460800.0,0.0,88180
88180,125,175,252460800.0,0.0,88181
88181,1,175,252460800.0,0.0,88182
88182,175,1,252460800.0,0.0,88183
88183,42,175,252460800.0,0.0,88184
88184,175,42,252460800.0,0.0,88185
88185,175,91,252460800.0,0.0,88186
88186,91,175,252460800.0,0.0,88187
88187,202,175,252460800.0,0.0,88188
88188,175,231,252460800.0,0.0,88189
88189,175,166,252460800.0,0.0,88190
88190,166,175,252460800.0,0.0,88191
88191,237,175,252460800.0,0.0,88192
88192,94,175,252460800.0,0.0,88193
88193,175,94,252460800.0,0.0,88194
88194,89,175,252460800.0,0.0,88195
88195,175,89,252460800.0,0.0,88196
88196,175,247,252460800.0,0.0,88197
88197,247,175,252460800.0,0.0,88198
88198,175,15,252460800.0,0.0,88199
88199,15,175,252460800.0,0.0,88200
88200,175,155,252460800.0,0.0,88201
88201,155,175,252460800.0,0.0,88202
88202,9,175,252460800.0,0.0,88203
88203,175,9,252460800.0,0.0,88204
88204,38,175,252460800.0,0.0,88205
88205,175,38,252460800.0,0.0,88206
88206,2,175,252460800.0,0.0,88207
88207,175,2,252460800.0,0.0,88208
88208,175,40,252460800.0,0.0,88209
88209,40,175,252460800.0,0.0,88210
88210,175,152,252460800.0,0.0,88211
88211,207,175,252460800.0,0.0,88212
88212,175,207,252460800.0,0.0,88213
88213,175,106,252460800.0,0.0,88214
88214,106,175,252460800.0,0.0,88215
88215,197,175,252460800.0,0.0,88216
88216,175,197,252460800.0,0.0,88217
88217,142,175,252460800.0,0.0,88218
88218,175,142,252460800.0,0.0,88219
88219,175,217,252460800.0,0.0,88220
88220,217,175,252460800.0,0.0,88221
88221,209,175,252460800.0,0.0,88222
88222,175,208,252460800.0,0.0,88223
88223,208,175,252460800.0,0.0,88224
88224,175,188,252460800.0,0.0,88225
88225,188,175,252460800.0,0.0,88226
88226,175,82,252460800.0,0.0,88227
88227,82,175,252460800.0,0.0,88228
88228,6,175,252460800.0,0.0,88229
88229,175,6,252460800.0,0.0,88230
88230,175,108,252460800.0,0.0,88231
88231,172,175,252460800.0,0.0,88232
88232,175,172,252460800.0,0.0,88233
88233,175,236,252460800.0,0.0,88234
88234,236,175,252460800.0,0.0,88235
88235,156,175,252460800.0,0.0,88236
88236,175,156,252460800.0,0.0,88237
88237,153,175,252460800.0,0.0,88238
88238,175,153,252460800.0,0.0,88239
88239,79,175,252460800.0,0.0,88240
88240,175,79,252460800.0,0.0,88241
88241,147,175,252460800.0,0.0,88242
88242,175,147,252460800.0,0.0,88243
88243,205,175,252460800.0,0.0,88244
88244,175,205,252460800.0,0.0,88245
88245,120,175,252460800.0,0.0,88246
88246,175,120,252460800.0,0.0,88247
88247,100,175,252460800.0,0.0,88248
88248,175,100,252460800.0,0.0,88249
88249,175,132,252460800.0,0.0,88250
88250,57,175,252460800.0,0.0,88251
88251,175,57,252460800.0,0.0,88252
88252,178,175,252460800.0,0.0,88253
88253,175,178,252460800.0,0.0,88254
88254,175,227,252460800.0,0.0,88255
88255,227,175,252460800.0,0.0,88256
88256,113,175,252460800.0,0.0,88257
88257,175,113,252460800.0,0.0,88258
88258,183,175,252460800.0,0.0,88259
88259,175,183,252460800.0,0.0,88260
88260,150,175,252460800.0,0.0,88261
88261,175,150,252460800.0,0.0,88262
88262,175,244,252460800.0,0.0,88263
88263,105,175,252460800.0,0.0,88264
88264,175,105,252460800.0,0.0,88265
88265,189,175,252460800.0,0.0,88266
88266,175,189,252460800.0,0.0,88267
88267,63,175,252460800.0,0.0,88268
88268,175,63,252460800.0,0.0,88269
88269,175,30,252460800.0,0.0,88270
88270,30,175,252460800.0,0.0,88271
88271,112,175,252460800.0,0.0,88272
88272,175,112,252460800.0,0.0,88273
88273,175,80,252460800.0,0.0,88274
88274,80,175,252460800.0,0.0,88275
88275,175,45,252460800.0,0.0,88276
88276,45,175,252460800.0,0.0,88277
88277,143,175,252460800.0,0.0,88278
88278,175,143,252460800.0,0.0,88279
88279,65,175,252460800.0,0.0,88280
88280,175,124,252460800.0,0.0,88281
88281,124,175,252460800.0,0.0,88282
88282,175,210,252460800.0,0.0,88283
88283,210,175,252460800.0,0.0,88284
88284,173,175,252460800.0,0.0,88285
88285,175,173,252460800.0,0.0,88286
88286,175,3,252460800.0,0.0,88287
88287,3,175,252460800.0,0.0,88288
88288,24,175,252460800.0,0.0,88289
88289,175,24,252460800.0,0.0,88290
88290,175,162,252460800.0,0.0,88291
88291,162,175,252460800.0,0.0,88292
88292,175,101,252460800.0,0.0,88293
88293,101,175,252460800.0,0.0,88294
88294,175,92,252460800.0,0.0,88295
88295,175,233,252460800.0,0.0,88296
88296,233,175,252460800.0,0.0,88297
88297,36,175,252460800.0,0.0,88298
88298,175,36,252460800.0,0.0,88299
88299,33,175,252460800.0,0.0,88300
88300,175,33,252460800.0,0.0,88301
88301,249,175,252460800.0,0.0,88302
88302,175,249,252460800.0,0.0,88303
88303,175,238,252460800.0,0.0,88304
88304,44,175,252460800.0,0.0,88305
88305,175,44,252460800.0,0.0,88306
88306,175,62,252460800.0,0.0,88307
88307,62,175,252460800.0,0.0,88308
